"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-2980766","R-HSA-2980766","Nuclear Envelope Breakdown","36/4633","52/11146",0.692307692307692,1.66554317687493,4.05708843018695,4.93658470529576e-05,0.000619177833578956,0.000383083806996023,"8086/891/983/255919/2010/23592/4000/4001/23175/9663/55706/10783/140609/91754/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/5347/9883/5579/8480/5903/81929/7112/7175/7444",36
"R-HSA-2565942","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition","55/4633","88/11146",0.625,1.50361536801209,4.00020883762981,5.69797986212637e-05,0.000709179339763113,0.000438767518128112,"10121/84962/10142/6790/79866/8945/891/9738/983/9662/22995/22897/80184/95681/11116/9702/80254/80321/79959/9793/23332/11064/1453/8454/1639/10540/1778/23291/79441/54801/93323/3320/22919/54820/4957/5048/5108/5347/10733/5500/4659/4660/5518/5566/5577/4218/9814/6500/7846/203068/10383/7314/7316/7531/7532",55
"R-HSA-3232142","R-HSA-3232142","SUMOylation of ubiquitinylation proteins","28/4633","38/11146",0.736842105263158,1.7726833812353,4.0239824856903,5.9058456666231e-05,0.00071847054801475,0.000444515965885126,"8086/4193/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/8554/9063/51588/5371/9883/8480/5903/81929/7341/7175/7329/7428",28
"R-HSA-8939243","R-HSA-8939243","RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known","28/4633","38/11146",0.736842105263158,1.7726833812353,4.0239824856903,5.9058456666231e-05,0.00071847054801475,0.000444515965885126,"8289/57492/196528/26053/648/865/84733/8535/23466/57332/100532731/1457/2033/28996/55193/84333/1912/80012/6045/861/23429/6597/6598/6599/6601/6602/6603/10138",28
"R-HSA-9013407","R-HSA-9013407","RHOH GTPase cycle","28/4633","38/11146",0.736842105263158,1.7726833812353,4.0239824856903,5.9058456666231e-05,0.00071847054801475,0.000444515965885126,"396/857/1445/1629/157769/3728/55004/4548/2631/114885/5058/5062/10298/57144/56924/7879/253959/6093/9475/6510/9497/2040/7037/9528/9341/81839/7415/55717",28
"R-HSA-204005","R-HSA-204005","COPII-mediated vesicle transport","45/4633","69/11146",0.652173913043478,1.56898994923,3.99851481912621,5.99661400758211e-05,0.000724068765990138,0.000447979569615914,"23243/966/10175/1453/1075/9570/2890/3998/81562/90411/63908/8774/4905/5537/22870/55291/10113/5861/81876/51128/23256/9919/9117/10484/11196/10802/10427/9632/9871/22872/25956/5265/55014/128637/10342/7039/10972/10959/58485/7109/6399/122553/83696/8615/10652",45
"R-HSA-112040","R-HSA-112040","G-protein mediated events","38/4633","56/11146",0.678571428571429,1.63249668527027,4.00190838048265,6.13012912751903e-05,0.000734707328024132,0.000454561621853458,"107/108/109/112/113/115/10768/801/805/808/815/817/818/10645/1385/2770/2771/2773/2774/2776/3708/3709/3710/3838/5594/26960/5136/5137/5321/23236/5332/5566/5567/5573/5576/5577/5580/5613",38
"R-HSA-73887","R-HSA-73887","Death Receptor Signaling","88/4633","154/11146",0.571428571428571,1.37473405075391,3.94935165600101,6.31781166751353e-05,0.000751633770443889,0.000465033970263573,"29/11214/51107/83464/396/9639/9826/23365/22899/9828/23370/26084/50650/54848/50649/8874/23229/9530/10018/330/835/836/841/8837/1147/1540/1894/8772/355/356/121512/10672/3066/3551/3654/6453/8997/84894/8567/9500/6885/5599/23263/4615/10276/4790/4803/8439/220213/56957/64857/11108/57580/5663/5879/5924/387/8767/57142/6654/6655/9825/84888/56928/8878/23118/257397/8887/29110/7074/26230/7128/8795/8793/8743/7204/7314/7316/7321/7322/7323/7332/8408/27005/7410/10451/331/7531",88
"R-HSA-2173789","R-HSA-2173789","TGF-beta receptor signaling activates SMADs","33/4633","47/11146",0.702127659574468,1.68916790278805,3.99312304793005,6.53257732693002e-05,0.00077151168722429,0.000477332388621625,"25805/867/2200/2280/5045/8516/3685/3694/3696/4052/4054/9110/23327/56937/5500/5501/23645/4087/4088/4089/4092/57154/64750/7042/7046/7048/7049/7314/7316/51377/9958/7514/9372",33
"R-HSA-168164","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","64/4633","106/11146",0.60377358490566,1.45254918570224,3.94834261381548,6.7893349229721e-05,0.000796024920678903,0.000492498666037107,"351/1386/330/8945/841/1147/1385/8454/1845/1846/1848/1849/8772/23291/2353/3551/3654/3661/3725/5604/5606/6416/5609/6885/1326/5594/5602/1432/5595/5598/5599/5601/4205/4208/9683/4790/28512/79671/387522/5515/5516/5518/5519/5528/8767/6196/6197/9252/23098/6500/23118/257397/29110/79155/7157/7187/7314/7316/7321/7322/7323/7334/7335/9097",64
"R-HSA-162599","R-HSA-162599","Late Phase of HIV Life Cycle","79/4633","136/11146",0.580882352941177,1.397477812623,3.93341104813421,6.88656301875851e-05,0.000801615752831026,0.000495957700177156,"8086/8812/904/905/1022/1025/27243/51652/51510/91782/9150/8178/6924/6921/5045/2957/2959/2965/2967/89853/55706/23327/51497/4836/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/10015/5430/5431/5433/5437/5441/9883/8480/5901/5902/5903/5905/1104/100526767/8732/8731/81929/6749/11198/6872/6882/6883/8148/83860/6874/6877/6879/54457/6880/51616/6908/7175/51271/7314/7316/137492/79720/55048/27183/9525/51534/7514",79
"R-HSA-69618","R-HSA-69618","Mitotic Spindle Checkpoint","67/4633","112/11146",0.598214285714286,1.439174709383,3.93967586145608,6.95839671900021e-05,0.000804191849381596,0.000497551524794677,"25909/64682/10393/51529/119504/9212/332/699/701/9184/991/8697/996/55143/1058/1063/91687/55839/79172/401541/55166/80152/79682/9793/23332/23122/6249/1778/1780/1783/140735/54821/3796/11004/57082/22919/54820/81565/25936/83540/23279/348995/4928/5048/5347/5501/5515/5516/5518/5519/5525/5527/5528/5529/5903/5905/81929/151648/151246/147841/57551/11065/7321/7324/27338/7514/9183",67
"R-HSA-9759475","R-HSA-9759475","Regulation of CDH11 Expression and Function","22/4633","28/11146",0.785714285714286,1.89025931978662,3.9779823977664,7.33090934784525e-05,0.000841234845731462,0.00052046993578207,"8728/26523/27161/192669/192670/154796/27319/1009/1006/1495/1499/1500/2294/3224/3609/3728/4343/6667/27327/23112/57690/9839",22
"R-HSA-4086398","R-HSA-4086398","Ca2+ pathway","41/4633","62/11146",0.661290322580645,1.59092206679989,3.935124179025,7.90155472813528e-05,0.000900332080994569,0.000557033250293302,"26523/27161/192669/192670/801/805/808/815/1499/2535/7976/8322/8323/2775/2782/2783/59345/10681/55970/54331/2787/3708/3709/3710/3845/51176/6885/4343/4772/51701/23236/5530/5532/5534/5592/83439/6934/27327/23112/57690/7474",41
"R-HSA-2028269","R-HSA-2028269","Signaling by Hippo","17/4633","20/11146",0.85,2.04491690049644,3.94464451118059,8.35611053755362e-05,0.000932426679293915,0.000576890099543629,"154796/154810/51421/836/9113/26524/55233/92597/261734/6788/6789/7082/23286/25937/10413/7529/7531",17
"R-HSA-5625900","R-HSA-5625900","RHO GTPases activate CIT","17/4633","20/11146",0.85,2.04491690049644,3.94464451118059,8.35611053755362e-05,0.000932426679293915,0.000576890099543629,"1027/11113/9928/4628/4629/79784/4627/10627/4637/5500/4659/4660/9055/5879/387/388/389",17
"R-HSA-5627117","R-HSA-5627117","RHO GTPases Activate ROCKs","17/4633","20/11146",0.85,2.04491690049644,3.94464451118059,8.35611053755362e-05,0.000932426679293915,0.000576890099543629,"1072/3984/4628/4629/79784/4627/10627/4637/5058/5500/4659/4660/387/388/389/6093/9475",17
"R-HSA-3928662","R-HSA-3928662","EPHB-mediated forward signaling","30/4633","42/11146",0.714285714285714,1.71841756344239,3.93407384129274,8.45667861566237e-05,0.00093718534247546,0.000579834272782618,"60/71/10097/10096/10552/10095/10109/10092/998/1072/1948/2048/2050/2534/2904/6453/8997/3984/4067/5058/5747/5879/5921/387/6093/9475/6383/7074/8976/7525",30
"R-HSA-8953750","R-HSA-8953750","Transcriptional Regulation by E2F6","26/4633","35/11146",0.742857142857143,1.78715426598008,3.93367023179902,8.6718500143619e-05,0.000954493423349494,0.000590542739968362,"317/648/672/11335/23468/8317/1111/100532731/1869/1876/79813/80314/2146/23269/84108/80012/5928/5931/5932/6045/6241/23429/23512/7027/7029/10138",26
"R-HSA-381119","R-HSA-381119","Unfolded Protein Response (UPR)","58/4633","95/11146",0.610526315789474,1.46879480159497,3.87012014710068,9.45925022858941e-05,0.00103412613985525,0.000639811306357648,"118/440/467/22926/9114/811/6347/1051/1054/64764/153222/10106/9820/3576/30827/167227/81501/1639/51726/4189/5611/9695/1965/8894/1968/2081/118460/2135/2137/55033/2673/9570/3068/9709/7184/3309/10525/8570/116138/4000/51360/4800/4801/4802/10130/10113/22872/27230/6464/6734/58477/6745/84447/7094/1200/64061/7466/7494",58
"R-HSA-8934593","R-HSA-8934593","Regulation of RUNX1 Expression and Activity","15/4633","17/11146",0.882352941176471,2.12275110778177,3.90715399926467,9.5885306743278e-05,0.00103428284207083,0.000639908257634087,"26523/27161/192669/192670/865/595/894/896/1021/4343/5371/861/27327/23112/57690",15
"R-HSA-9022699","R-HSA-9022699","MECP2 regulates neuronal receptors and channels","15/4633","17/11146",0.882352941176471,2.12275110778177,3.90715399926467,9.5885306743278e-05,0.00103428284207083,0.000639908257634087,"1385/2289/2891/2903/2904/3066/4204/4233/4986/4988/5770/5775/25942/6515/7222",15
"R-HSA-6804758","R-HSA-6804758","Regulation of TP53 Activity through Acetylation","23/4633","30/11146",0.766666666666667,1.84443485142816,3.90600823788447,9.86661439170466e-05,0.00105723060170716,0.000654105980237793,"207/208/10000/23774/27154/1107/1108/2033/54815/57459/3066/3622/7994/53615/9219/5305/8396/79837/90809/5371/5928/5931/7157",23
"R-HSA-373760","R-HSA-373760","L1CAM interactions","70/4633","119/11146",0.588235294117647,1.41516740518785,3.84015443764124,0.000102059462250525,0.00107929548968202,0.000667757472309935,"60/71/214/287/288/160/163/1173/1175/100133941/10752/1211/1213/1272/8506/1457/1641/1739/1759/26052/1808/1956/2048/7430/2260/2596/3312/3672/3673/3678/3680/3685/3897/3912/3915/11313/5604/5594/5595/4478/4684/23114/4897/8829/8650/5058/5879/10048/5962/6196/6197/8986/9252/27330/6323/6326/6328/55800/6330/6331/6334/6386/6456/57698/6711/6712/57731/7846/10383/7410",70
"R-HSA-400206","R-HSA-400206","Regulation of lipid metabolism by PPARalpha","70/4633","119/11146",0.588235294117647,1.41516740518785,3.84015443764124,0.000102059462250525,0.00107929548968202,0.000667757472309935,"19/51/2180/196/57491/27063/405/9915/406/10498/892/23097/1024/80205/9575/1374/1376/1387/2033/2101/2222/2274/50486/29841/3156/3157/5469/400569/9969/23389/9282/9440/219541/9477/9862/9441/80306/90390/10001/112950/4520/8648/10499/8202/9611/9612/4800/4801/4802/4862/4899/5465/5468/10891/133522/23179/6095/6256/25942/23309/6667/6720/6721/6907/79718/96764/26230/27242/57761/7296",70
"R-HSA-9839373","R-HSA-9839373","Signaling by TGFBR3","32/4633","46/11146",0.695652173913043,1.67358927917867,3.86094166755707,0.00011191401482059,0.00117582386999815,0.000727479344459202,"92/26523/27161/192669/192670/51107/83464/408/2033/2247/10755/3070/4323/4325/4343/4613/5663/6256/4088/4089/6667/6938/6929/6925/7042/7046/7048/7049/7077/27327/23112/57690",32
"R-HSA-3858494","R-HSA-3858494","Beta-catenin independent WNT signaling","83/4633","146/11146",0.568493150684932,1.36767206076716,3.77156296067924,0.000128406831660763,0.00134040163630397,0.000829303204817562,"26523/27161/192669/192670/160/163/1173/1175/801/805/808/815/1211/1213/1499/23002/1857/2535/7976/8322/8323/8325/2775/2782/2783/59345/10681/55970/54331/2787/3708/3709/3710/3845/51176/6885/4343/4772/51701/23236/5530/5532/5534/144165/5579/5592/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5879/387/4919/6259/23513/57154/64750/83439/6934/27327/23112/57690/7314/7316/57216/54361/7474/81029",83
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","18/4633","22/11146",0.818181818181818,1.96836920903401,3.83444461867958,0.000134668250098847,0.00139675146576882,0.000864166706099892,"1845/1846/1848/1849/5594/1432/5595/5598/4205/4208/5515/5516/5518/5519/5528/6196/6197/9252",18
"R-HSA-8876198","R-HSA-8876198","RAB GEFs exchange GTP for GDP on RABs","55/4633","90/11146",0.611111111111111,1.47020169316737,3.77734868170921,0.000137180311710204,0.00141374359456758,0.000874679694511589,"207/208/10000/57679/259173/84079/1122/57706/163486/10260/9909/55667/23258/160518/201627/26130/2665/89781/8567/22879/10890/201475/51552/22931/5861/81876/23011/5873/11021/116442/25782/117177/5868/5869/5878/7879/4218/51762/9367/51209/27342/9827/57589/9610/54453/6305/81846/58485/7109/6399/122553/22878/83696/8408/7531",55
"R-HSA-1227986","R-HSA-1227986","Signaling by ERBB2","34/4633","50/11146",0.68,1.63593352039715,3.80096738479237,0.000139727524482236,0.00143088059881176,0.000885282317006037,"207/208/10000/11140/8065/1729/1956/2065/2066/55914/2069/2534/2549/2885/1839/3320/3845/51072/4893/3084/5290/5295/5335/5580/5581/5782/387/10193/6464/6654/7314/7316/9101/7525",34
"R-HSA-162909","R-HSA-162909","Host Interactions of HIV factors","75/4633","130/11146",0.576923076923077,1.38795264739577,3.75248599285206,0.000141041903813057,0.00143525660609765,0.000887989741980913,"8086/162/164/1174/8905/130340/160/163/1173/1175/375/567/8945/904/940/1025/8065/9844/6921/2534/3105/3159/3836/3837/55706/4869/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/55690/5062/9883/11168/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5879/8480/5901/5902/5903/5905/1104/81929/6500/7175/7314/7316/7514",75
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","58/4633","96/11146",0.604166666666667,1.45349485574502,3.76363492453875,0.000142867793453641,0.00144475056129995,0.000893863628779033,"10018/6046/865/595/1026/1029/1387/1499/2033/2309/9759/3280/3676/182/8850/3845/51176/9794/55534/10046/4193/4609/4851/5685/5686/5688/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/9491/3516/6097/861/864/4088/4089/57154/64750/83439/6934/7003/7004/7157/7314/7316/25937/10413/463",58
"R-HSA-2465910","R-HSA-2465910","MASTL Facilitates Mitotic Progression","10/4633","10/11146",1,2.40578458881934,3.7508941992296,0.000153096528329632,0.00153257558041954,0.000948200752702482,"10776/891/983/2029/84930/5515/5516/5518/5519/55844",10
"R-HSA-381070","R-HSA-381070","IRE1alpha activates chaperones","35/4633","52/11146",0.673076923076923,1.6192780886284,3.77506081609899,0.00015344699878119,0.00153257558041954,0.000948200752702482,"118/9114/10106/9820/30827/1639/51726/4189/5611/9695/2081/2135/2137/55033/2673/9570/3068/3309/10525/116138/4000/10130/10113/22872/27230/6464/6734/58477/6745/84447/7094/1200/64061/7466/7494",35
"R-HSA-165054","R-HSA-165054","Rev-mediated nuclear export of HIV RNA","25/4633","34/11146",0.735294117647059,1.76895925648481,3.78727916585787,0.000157024409351495,0.00155868401429889,0.000964353976708243,"8086/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/9883/8480/5901/5902/5903/5905/1104/81929/7175/7514",25
"R-HSA-9696270","R-HSA-9696270","RND2 GTPase cycle","30/4633","43/11146",0.697674418604651,1.67845436429256,3.75937237525471,0.000168691764413608,0.00166428826110499,0.00102969106519475,"224/22852/392/2909/394/857/10970/9231/667/1969/10818/2802/57498/9928/3895/23592/55227/11188/5295/5296/8502/23129/5783/27316/23513/7037/7126/81839/57216/11180",30
"R-HSA-429947","R-HSA-429947","Deadenylation of mRNA","19/4633","24/11146",0.791666666666667,1.90457946614864,3.74146380318164,0.000196058299394475,0.00189580785311526,0.0011729316689302,"23019/25904/4848/4850/246175/29883/9337/9125/1973/1974/1975/1977/1981/26986/10605/255967/85456/23318/79670",19
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","19/4633","24/11146",0.791666666666667,1.90457946614864,3.74146380318164,0.000196058299394475,0.00189580785311526,0.0011729316689302,"207/208/10000/596/595/1027/1385/1956/2069/2353/2309/1839/5594/5595/5747/6722/7039/127933/7514",19
"R-HSA-9820841","R-HSA-9820841","M-decay: degradation of maternal mRNAs by maternally stored factors","19/4633","24/11146",0.791666666666667,1.90457946614864,3.74146380318164,0.000196058299394475,0.00189580785311526,0.0011729316689302,"27161/23019/25904/4848/4850/246175/29883/9337/9125/23405/1973/1974/1975/1977/1981/26986/10605/85456/678",19
"R-HSA-69206","R-HSA-69206","G1/S Transition","75/4633","131/11146",0.572519083969466,1.37735758901871,3.66418281036588,0.000196845314785763,0.00189580785311526,0.0011729316689302,"207/208/10000/890/891/595/898/9134/993/990/8317/983/1017/1019/1022/1026/1027/81620/1163/8454/10926/1719/1869/1874/1875/1876/51053/132660/286826/4172/4175/4176/84515/4609/23595/5000/23594/5111/5426/54107/5515/5516/5518/5519/5558/5685/5686/5688/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/9491/5925/5928/5933/5934/6118/6241/6500/6502/7027/7029/7314/7316/7465",75
"R-HSA-399954","R-HSA-399954","Sema3A PAK dependent Axon repulsion","14/4633","16/11146",0.875,2.10506151521692,3.7306070881529,0.000205063554100369,0.00192857356703742,0.00119320373577034,"1072/2534/3320/3326/3984/8829/5058/5062/5063/5361/5362/91584/5879/10371",14
"R-HSA-9614657","R-HSA-9614657","FOXO-mediated transcription of cell death genes","14/4633","16/11146",0.875,2.10506151521692,3.7306070881529,0.000205063554100369,0.00192857356703742,0.00119320373577034,"27113/10018/604/10370/1387/2033/356/2308/2309/4800/4801/4802/65018/6794",14
"R-HSA-5687128","R-HSA-5687128","MAPK6/MAPK4 signaling","54/4633","89/11146",0.606741573033708,1.4596895258005,3.67216007292218,0.000205075175924828,0.00192857356703742,0.00119320373577034,"26523/27161/192669/192670/896/8556/998/10435/10602/983/3337/2118/2308/2309/10642/3725/8997/5596/5597/4343/4609/8202/5058/5062/5063/5566/5567/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5879/5896/27327/23112/57690/7314/7316/7514",54
"R-HSA-1989781","R-HSA-1989781","PPARA activates gene expression","68/4633","117/11146",0.581196581196581,1.39823377811722,3.6521079325223,0.000210146537213404,0.00192857356703742,0.00119320373577034,"19/51/2180/196/57491/27063/405/9915/406/10498/892/23097/1024/80205/9575/1374/1376/1387/2033/2101/2222/2274/50486/29841/3156/3157/5469/400569/9969/23389/9282/9440/219541/9477/9862/9441/80306/90390/10001/112950/4520/8648/10499/8202/9611/9612/4800/4801/4802/4862/4899/5465/5468/10891/133522/23179/6095/6256/6667/6720/6721/6907/79718/96764/26230/27242/57761/7296",68
"R-HSA-4570464","R-HSA-4570464","SUMOylation of RNA binding proteins","32/4633","47/11146",0.680851063829787,1.63798099664295,3.69653985847315,0.000211302263463342,0.00192857356703742,0.00119320373577034,"8086/648/84733/8535/57332/100532731/3183/3190/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/1912/80012/9883/8480/5903/6045/81929/7341/7175/7329",32
"R-HSA-202670","R-HSA-202670","ERKs are inactivated","12/4633","13/11146",0.923076923076923,2.22072423583324,3.71418717480281,0.000211568662014565,0.00192857356703742,0.00119320373577034,"1845/1846/1848/1849/5594/5595/5598/5515/5516/5518/5519/5528",12
"R-HSA-9768759","R-HSA-9768759","Regulation of NPAS4 gene expression","12/4633","13/11146",0.923076923076923,2.22072423583324,3.71418717480281,0.000211568662014565,0.00192857356703742,0.00119320373577034,"26523/27161/192669/192670/30818/4343/2908/5978/6722/27327/23112/57690",12
