Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Pathways of neurodegeneration	196/475	0.0919581499745767	0.172556763775823	0	0	1.13887746112033	2.71784188345132	APP;FZD10;ZFYVE1;UBE2L3;PSMD9;PSMD7;TBK1;FRAT2;GABARAPL1;CSNK2A1;PRKCB;ATG14;ATG13;DKK2;VDAC3;ULK2;ULK1;ATF6;UBE2J1;GRIN2A;PPP3R1;NRBF2;PLCG1;FADD;SPTBN2;WNT10B;TRAP1;FZD3;XBP1;FZD2;FZD4;DNAH14;FZD6;FZD8;RAB39B;BRAF;GRIN2B;CALM3;CALM1;CALM2;ATG2B;RYR2;HIP1;RYR3;PPP3CA;ACTR1A;PPP3CB;TUBA1A;PPP3CC;NEFL;NEFM;RAC1;NEFH;RAB8A;GPR37;TUBB;WNT9A;PSMA5;PLCB4;PSMA4;MAPT;PLCB1;DERL1;HTT;PTGS2;PSMA7;PSMA8;PSMB6;NRAS;PSMB4;PSMB5;PSMB2;PSMB1;MFN1;MFN2;BID;CSNK1A1;WNT7A;UBE2G1;UBE2G2;TUBB4B;FIG4;PSMC2;CTNNB1;FAS;TARDBP;CDK5R1;CSF1;NDUFA10;KIF5C;KIF5B;KIF5A;CAPN2;MAP3K5;MAP2K3;MAP2K1;WNT5B;WNT5A;SDHC;ATXN2L;ERN1;PPIF;RAF1;SQSTM1;GRIA1;GRIA2;PSMD12;VCP;PSMD11;UQCRB;PSMD14;CHRNA7;ITPR1;ITPR2;ATP5MC3;HTRA2;ITPR3;CACNA1C;PSEN1;KLC1;UQCRH;ATXN3;KLC4;ATXN2;ATXN1;UBB;UBC;DVL3;MAP2K7;GRIA3;WNT4;PRNP;HSPA5;BDNF;FUS;WNT3A;EIF2S1;NFKB1;IL6;GNAQ;BCL2;CYCS;RAB5A;MCU;DNAL1;BCL2L1;GSK3B;WNT2B;ATP2A2;FASLG;GRM1;GRM5;CASP8;CASP3;RB1CC1;NOS1;IFT57;APAF1;TRPC3;SIGMAR1;GPX8;NDUFC2;WIPI2;AXIN2;TNFRSF1B;NDUFS8;ALS2;PIK3C3;SMCR8;BECN1;RAB1A;DCTN5;CAMK2D;DCTN2;DCTN1;DCTN4;CAMK2A;DNAH9;AMBRA1;LRP6;MAPK9;MAPK8;ATXN1L;MAPK1;CAMK2G;MAPK3;NDUFA6;NDUFA5;NOS2;MAPK14;MTOR;MAPK13;MAPK10;PINK1;VAPB;KRAS
Glycosphingolipid biosynthesis	22/45	0.0945035759773789	0.176296144659555	0	0	1.54739946044294	3.65049730781089	B4GALT2;B4GALT3;B3GALNT1;B4GALT1;ST8SIA1;SLC33A1;FUT4;FUT9;GLB1;B3GALT2;B3GNT5;B3GALT1;GCNT2;ST3GAL5;ST8SIA5;B3GNT2;B4GALNT1;ST3GAL6;ST6GALNAC3;ST3GAL1;ST3GAL3;ST6GALNAC6
Cysteine and methionine metabolism	24/50	0.101515334343315	0.188275532880915	0	0	1.49332310518507	3.416044421838	AHCYL2;DNMT1;AHCYL1;GOT1;MDH1;MDH2;AMD1;DNMT3A;GOT2;MTR;MAT2B;SRM;LDHB;MTAP;LDHA;GCLC;MAT2A;CBS;PSAT1;DNMT3B;SMS;BCAT1;GCLM;BCAT2
Biosynthesis of unsaturated fatty acids	14/27	0.104988292484292	0.193591128916123	0	0	1.74176184187978	3.92576822398264	ELOVL1;ACOT7;ELOVL4;ELOVL5;SCD5;HSD17B4;ELOVL6;ELOVL7;FADS2;SCP2;ACOX1;SCD;ACOX3;ACAA1
Mineral absorption	28/60	0.112996166084185	0.207159637821006	0	0	1.41559997374294	3.0865761494477	SLC40A1;ATP1A2;SLC5A1;SLC8A1;SLC8A2;MT2A;ATP7B;HEPHL1;TRPM7;ATP7A;HMOX2;SLC31A1;SLC11A2;ATP2B4;ATP2B3;CYBRD1;ATP1B3;SLC30A1;ATP2B2;ATP1B2;ATP2B1;ATP1B1;ATOX1;TRPV6;MT1G;STEAP2;FTL;MT1E
NF-kappa B signaling pathway	46/104	0.12297624755226	0.224168131252406	0	0	1.2834311229699	2.68976881021075	CXCL8;EDA;TNFAIP3;XIAP;CXCL1;BCL10;TNFRSF11A;PTGS2;CXCL2;MALT1;ICAM1;IKBKB;PIDD1;IRAK1;PLAU;BLNK;TRIM25;PLCG1;ERC1;MAP3K7;PIAS4;LYN;EDARADD;CARD10;UBE2I;CSNK2A1;CHUK;PARP1;IL1R1;PRKCB;IRAK4;CFLAR;NFKB1;CYLD;CXCL12;TRAF3;TRAF5;BCL2;TAB3;PRKCQ;TAB2;LTBR;MAP3K14;MYD88;BCL2L1;BIRC3
Thyroid hormone synthesis	34/75	0.125527941942274	0.227519394770372	0	0	1.34169094154481	2.7843131336936	ATF2;ITPR1;ADCY3;ITPR2;ADCY2;ATP1A2;ITPR3;TTF2;ADCY1;LRP2;ADCY7;ASGR1;ADCY6;HSP90B1;DUOX1;CREB3L2;PRKACA;PRKACB;HSPA5;PRKCB;GSR;GPX8;ATP1B3;ATP1B2;ATP1B1;PDIA4;ADCY9;CREB1;PLCB4;GNAQ;CANX;GNAS;PLCB1;CREB5
Cocaine addiction	23/49	0.134010262930546	0.241521321326804	0	0	1.43091354984559	2.87590570490032	GPSM1;ATF2;GRIA2;DDC;JUN;MAOA;BDNF;GNAI3;GRIN2B;GNAI1;NFKB1;GNAI2;GRIN2A;CREB1;CREB3L2;GNAS;FOSB;DRD1;PRKACA;PRKACB;SLC18A2;CREB5;CDK5R1
JAK-STAT signaling pathway	69/162	0.143041071429013	0.256348886437388	0	0	1.20084647613857	2.33519424997548	CDKN1A;FHL1;MPL;IL5RA;PIK3CB;GHR;CCND3;CCND2;CCND1;AKT2;MYC;AKT3;LEPR;PIM1;AKT1;EP300;IL12A;IL6R;JAK3;JAK1;IFNAR2;PIAS4;IL10;PDGFRA;IL11;IL11RA;IFNGR1;IFNGR2;LIFR;TYK2;OSMR;PRLR;PIAS2;PIAS1;PIK3CA;IL6ST;RAF1;SOS1;SOS2;IRF9;IFNAR1;PDGFB;PDGFA;PIK3R3;PIK3R2;PIK3R1;EGFR;SOCS3;SOCS6;SOCS7;SOCS4;MCL1;SOCS5;STAT5B;CREBBP;STAT1;STAT2;STAT3;LIF;OSM;IFNLR1;MTOR;IL6;IL2RB;BCL2;GRB2;PTPN6;PTPN2;BCL2L1
Salivary secretion	41/93	0.144993117521689	0.258395555806808	0	0	1.27570256545138	2.46346968126185	GUCY1B1;ITPR1;ADCY3;ITPR2;ADCY2;ADRB1;ATP1A2;ITPR3;SLC4A2;ADCY1;ADRB2;ADCY7;RYR3;ADCY6;SLC9A1;NOS1;PRKACA;KCNN4;PRKACB;PRKG1;SLC12A2;GUCY1A2;GUCY1A1;PRKCB;ATP2B4;ATP2B3;ATP1B3;ATP2B2;ATP1B2;ATP2B1;ATP1B1;ADCY9;PLCB4;TRPV6;GNAQ;KCNMA1;GNAS;CALM3;PLCB1;CALM1;CALM2
Pertussis	34/76	0.1465147506619	0.259656697006367	0	0	1.30963955678185	2.51533193295264	CXCL6;CXCL8;GNAI3;CXCL5;GNAI1;GNAI2;MAPK9;MAPK8;IRAK1;CASP3;CFL2;CFL1;MAPK1;NLRP3;IL12A;MAPK3;IL10;JUN;NOS2;FOS;IRAK4;MAPK14;RHOA;NFKB1;MAPK13;MAPK10;IL6;IRF3;IRF1;CALM3;ITGA5;CALM1;CALM2;MYD88
Riboflavin metabolism	5/8	0.147370868476487	0.259730978143642	0	0	2.69458987783595	5.15960865952677	FLAD1;RFK;BLVRB;ACP2;ACP1
Serotonergic synapse	49/113	0.15156682432075	0.264693742246757	0	0	1.23884898301738	2.33737188991717	GABRB3;APP;GABRB2;HTR2C;HTR2A;CASP3;PRKACA;PRKACB;SLC18A2;MAP2K1;PRKCB;DUSP1;HTR3E;TRPC1;PLA2G4A;PLCB4;RAF1;PLCB1;RAPGEF3;TPH2;DDC;MAOA;ITPR1;GNAI3;ITPR2;ITPR3;CACNA1C;PTGS2;GNAI1;GNAI2;NRAS;GNG2;GNG5;ALOX5;MAPK1;KCNJ3;MAPK3;KCNJ6;HTR1B;BRAF;GNG12;GNAO1;GNAQ;GNB2;GNB1;GNAS;GNB4;KRAS;GNB5
Insulin secretion	38/86	0.151846253389205	0.264693742246757	0	0	1.28079948293239	2.41416198874484	ATF2;RYR2;SNAP25;ADCYAP1R1;CAMK2D;CAMK2A;SLC2A1;ADCY3;ADCY2;ATP1A2;ITPR3;ADCY1;CACNA1C;ADCY7;ADCY6;RIMS2;CREB3L2;KCNN3;PRKACA;KCNN4;PRKACB;CAMK2G;ABCC8;PRKCB;ATP1B3;CCK;ATP1B2;ATP1B1;ADCYAP1;ADCY9;CREB1;PLCB4;GNAQ;KCNMA1;GNAS;PLCB1;CREB5;RAPGEF4
Alzheimer disease	151/369	0.153467161161293	0.265337268722078	0	0	1.12180692566285	2.10256757303845	APP;CSF1;IRS1;NDUFA10;IRS4;IRS2;FZD10;PSMD9;FRAT2;PSMD7;KIF5C;AKT2;KIF5B;AKT3;KIF5A;CAPN2;AKT1;MAP3K5;MAP2K1;CSNK2A1;WNT5B;WNT5A;ADAM10;SDHC;ATG14;ATG13;DKK2;ERN1;VDAC3;PPIF;ULK2;ULK1;RAF1;ATF6;RTN3;PSMD12;PSMD11;PSMD14;UQCRB;CHRNA7;ITPR1;PIK3R3;ATP5MC3;ITPR2;PIK3R2;ITPR3;PIK3R1;CACNA1C;PSEN1;KLC1;RTN4;UQCRH;APH1A;KLC4;GRIN2A;PPP3R1;APH1B;DVL3;FADD;NRBF2;NAE1;MAP2K7;WNT4;WNT10B;FZD3;XBP1;FZD2;FZD4;WNT3A;INSR;FZD6;EIF2AK2;FZD8;BRAF;GRIN2B;EIF2S1;NFKB1;IL6;GNAQ;CYCS;CALM3;CALM1;CALM2;MCU;ATG2B;GSK3B;WNT2B;ATP2A2;IDE;PIK3CB;RYR3;IKBKB;PPP3CA;PPP3CB;GRM5;PPP3CC;TUBA1A;CASP8;CASP3;RB1CC1;NOS1;MME;APAF1;CHUK;TUBB;NDUFC2;WNT9A;AXIN2;WIPI2;BACE1;PSMA5;BACE2;PLCB4;PSMA4;NDUFS8;PIK3CA;PIK3C3;MAPT;PLCB1;BECN1;LRP1;AMBRA1;PTGS2;PSMA7;PSMA8;LRP6;PSMB6;MAPK9;NRAS;PSMB4;MAPK8;PSMB5;PSMB2;PSMB1;MAPK1;APBB1;BID;MAPK3;NDUFA6;NDUFA5;NOS2;CSNK1A1;WNT7A;TUBB4B;MTOR;MAPK10;PSMC2;CTNNB1;FAS;KRAS;CDK5R1
Legionellosis	26/57	0.155505442422506	0.265337268722078	0	0	1.35664234998243	2.52481254893381	HBS1L;RAB1A;ARF1;VCP;CXCL8;SAR1A;SAR1B;RAB1B;CXCL1;CXCL2;HSPD1;BCL2L13;CASP8;CASP3;IL12A;HSPA8;APAF1;HSPA2;NFKB1;EEF1A1;EEF1G;IL6;CYCS;HSPA1B;MYD88;HSPA1A
Basal transcription factors	21/45	0.155517571865185	0.265337268722078	0	0	1.41521838929696	2.63371654195763	GTF2A1;TAF15;TBP;TAF12;GTF2B;TAF9;TAF11;GTF2H1;GTF2H3;TAF5L;TAF7L;CDK7;TAF7;TBPL1;GTF2IRD1;TAF5;TAF9B;TAF4;TAF3;GTF2I;TAF1
Phosphonate and phosphinate metabolism	4/6	0.15554253683708	0.265337268722078	0	0	3.23334642062557	6.01672753630372	PCYT1B;PCYT1A;CHPT1;SELENOI
Fatty acid degradation	20/43	0.167691388126028	0.284540174532995	0	0	1.40635780470421	2.51123463664595	CPT1A;ACAA2;ECHS1;ACSL1;ACSL6;ACSL5;ACSL4;ACSL3;ACADSB;ADH5;ALDH3A2;HADHB;HADHA;ALDH2;CPT2;CYP2U1;ACOX1;EHHADH;ACOX3;ACAA1
Toll-like receptor signaling pathway	44/104	0.223321778975029	0.376929351814996	0	0	1.18620356970574	1.7782871085609	CXCL8;CD80;PIK3R3;PIK3R2;PIK3R1;PIK3CB;IKBKB;MAPK9;MAPK8;TBK1;CASP8;IRAK1;AKT2;AKT3;AKT1;MAPK1;IL12A;MAP3K8;FADD;RAC1;MAP2K7;MAP3K7;MAPK3;IFNAR2;MAP2K3;MAP2K4;MAP2K1;JUN;CHUK;STAT1;FOS;IRAK4;MAPK14;NFKB1;MAPK13;MAPK10;CXCL11;IL6;IRF3;PIK3CA;TRAF3;TAB2;MYD88;IFNAR1
Proximal tubule bicarbonate reclamation	11/23	0.229591391559993	0.385471862671778	0	0	1.48210854947166	2.18085471428186	GLUD1;GLUD2;MDH1;CA2;ATP1A2;ATP1B3;ATP1B2;ATP1B1;SLC4A4;GLS;PCK2
Pancreatic secretion	43/102	0.235531891950098	0.393375254094666	0	0	1.17883340244985	1.7044857699916	RYR2;RAB3D;ITPR1;ITPR2;ATP2A2;ADCY3;ITPR3;ADCY2;ATP1A2;SLC4A2;ADCY1;SLC4A4;ADCY7;ADCY6;SLC9A1;RAP1B;RAP1A;CA2;CLCA1;RAC1;RAB8A;SLC12A2;PLA2G12A;PLA2G2D;PRKCB;TRPC1;PLA2G2A;ATP2B4;ATP2B3;ATP1B3;ATP2B2;CCK;ATP1B2;ATP2B1;ATP1B1;RHOA;RAB11A;ADCY9;PLCB4;GNAQ;KCNMA1;GNAS;PLCB1
Arginine and proline metabolism	22/50	0.241630125463648	0.401458385535957	0	0	1.27056277056277	1.80464018364511	ARG2;OAT;GOT1;NOS2;MAOA;AMD1;ODC1;GOT2;PYCR1;PYCR2;SAT1;CNDP2;SRM;ALDH3A2;GATM;ALDH2;P4HA1;P4HA2;SMS;NOS1;CKB;ALDH18A1
Amyotrophic lateral sclerosis	146/364	0.243678644826348	0.402764184972047	0	0	1.08393779721088	1.53041714260399	NUP188;NDUFA10;ACTB;ACTG1;GLE1;PSMD9;PSMD7;TBK1;KIF5C;KIF5B;KIF5A;MAP3K5;NUP214;MAP2K3;GABARAPL1;NUP210;ANXA11;SDHC;ATG14;ATG13;ATXN2L;ERN1;ULK2;ULK1;MATR3;NUP98;ATF6;TP53;SQSTM1;SRSF7;PFN2;GRIA1;GRIA2;POM121;PSMD12;VCP;SEH1L;PSMD11;PSMD14;UQCRB;SLC1A2;ATP5MC3;ITPR3;KLC1;NUP160;UQCRH;KLC4;GRIN2A;PPP3R1;ATXN2;POM121C;TPR;NUP88;NRBF2;XBP1;HSPA5;NUP155;FUS;ALYREF;DNAH14;RAB39B;CHCHD10;NUP153;GRIN2B;EIF2S1;SETX;BCL2;CYCS;RAB5A;DNAL1;MCU;ATG2B;BCL2L1;NXT2;PPP3CA;ACTR1A;PPP3CB;PPP3CC;TUBA1A;CASP3;RB1CC1;NUP62;ANXA7;NEFL;NEFM;RAC1;NOS1;NEFH;RAB8A;NDC1;APAF1;TUBB;SIGMAR1;GPX8;NDUFC2;NRG1;WIPI2;TNFRSF1B;PSMA5;PSMA4;NDUFS8;ALS2;NUP50;PIK3C3;SMCR8;NUP58;BECN1;DCTN5;RAB1A;DCTN2;DCTN1;DCTN4;DERL1;DNAH9;AMBRA1;PSMA7;PSMA8;PSMB6;NXF1;PSMB4;PSMB5;PSMB2;ERBB4;PSMB1;UBQLN1;NUP43;BID;HNRNPA1;RAE1;UBQLN2;RANBP2;HNRNPA3;NDUFA6;NDUFA5;NOS2;TUBB4B;MAPK14;MTOR;MAPK13;FIG4;PINK1;VAPB;HNRNPA2B1;PSMC2;NUP35;TARDBP
Pantothenate and CoA biosynthesis	10/21	0.251317309714013	0.413248565973042	0	0	1.46978627135798	2.02983209792782	ALDH3A2;PANK2;PANK3;ALDH2;PANK1;PPCS;BCAT1;COASY;AASDHPPT;BCAT2
Ovarian steroidogenesis	22/51	0.27910135301868	0.455454203479661	0	0	1.22665074389212	1.56542750287837	SCARB1;INSR;AKR1C3;PLA2G4A;ADCY3;ADCY2;ADCY1;IGF1;HSD17B7;PTGS2;ADCY7;CYP19A1;ADCY6;BMP6;IGF1R;ADCY9;ALOX5;GNAS;CYP1B1;PRKACA;PRKACB;LDLR
Pyrimidine metabolism	24/56	0.279840200257096	0.455454203479661	0	0	1.21273454927175	1.5444617764912	ENTPD1;DUT;CANT1;RRM2;ENTPD4;CAD;ENTPD6;CTPS2;NME3;CTPS1;NME4;NT5C2;DCK;NME1;UCKL1;NT5C3A;NT5E;UCK2;PNP;NME6;RRM2B;CMPK1;TK2;DCTPP1
Tuberculosis	73/180	0.283261132107815	0.458681731687275	0	0	1.10355416660495	1.39200786262041	CIITA;CTSS;EEA1;PPP3CA;PPP3CB;CASP8;PPP3CC;AKT2;CASP3;AKT3;LAMP2;AKT1;EP300;IL12A;CTSD;JAK1;IL10;ATP6V0B;ARHGEF12;APAF1;KSR1;IFNGR1;RIPK2;SPHK2;IFNGR2;IRAK4;RHOA;CREB1;PIK3C3;ATP6V0D1;PLA2R1;RAF1;RAB7A;RAB5B;CAMK2D;CEBPB;RAB5C;CAMK2A;CEBPG;BCL10;MALT1;HSPD1;MAPK9;PPP3R1;MAPK8;IRAK1;ATP6V0A2;MAPK1;FADD;BID;CAMK2G;MAPK3;HSPA9;CREBBP;TGFB2;NFYA;NOS2;NFYB;STAT1;NFYC;MAPK14;NFKB1;MAPK13;MAPK10;IL6;RFXAP;BCL2;CYCS;CALM3;CALM1;CALM2;RAB5A;MYD88
D-Glutamine and D-glutamate metabolism	3/5	0.287225722053881	0.46275255219792	0	0	2.42469248887726	3.02477207845515	GLUD1;GLUD2;GLS
Propanoate metabolism	15/34	0.294538707177283	0.471630861296113	0	0	1.27640201420984	1.56020342986006	ECHS1;ABAT;ACACA;LDHB;HADHA;LDHA;ALDH6A1;SUCLA2;ACOX1;EHHADH;DBT;ECHDC1;SUCLG1;ACOX3;DLD
PPAR signaling pathway	31/74	0.295693329966215	0.471630861296113	0	0	1.16575952498763	1.4203991865058	ILK;DBI;FADS2;RXRA;CPT2;SCP2;UBC;OLR1;ACAA1;PLTP;PCK2;CPT1A;HMGCS1;ACSL1;MMP1;PDPK1;SCD5;ACSL6;ACSL5;ACSL4;ACSL3;SORBS1;ACOX1;SCD;EHHADH;PPARG;ACOX3;PPARA;PLIN5;PPARD;SLC27A4
Selenocompound metabolism	8/17	0.303873213578167	0.482266443439977	0	0	1.43698078070214	1.71165207710116	SEPSECS;TXNRD2;MARS2;TXNRD1;MTR;SCLY;SEPHS1;PAPSS2
Retrograde endocannabinoid signaling	60/148	0.307933576865772	0.486291143664264	0	0	1.10268472463594	1.29882055644412	GABRB3;GABRB2;DAGLA;NDUFA10;GRM1;RIMS1;GRM5;PRKACA;PRKACB;PRKCB;NDUFC2;GABRG1;ADCY9;NDUFS8;PLCB4;DAGLB;PLCB1;MGLL;GRIA1;GRIA2;ITPR1;GNAI3;ITPR2;ADCY3;ITPR3;ADCY2;CACNA1C;ADCY1;PTGS2;ADCY7;ADCY6;GNAI1;GNAI2;MAPK9;MAPK8;GNG2;GNG5;CNR1;MAPK1;SLC17A7;GRIA3;KCNJ3;MAPK3;GABRA1;GABRP;KCNJ6;NDUFA6;NDUFA5;GABRA4;GNG12;MAPK14;MAPK13;GNAO1;MAPK10;GNAQ;GNB2;GNB1;GNB4;NAPEPLD;GNB5
Arginine biosynthesis	10/22	0.311797175001507	0.489966989288083	0	0	1.34719493560358	1.57002418789995	GLUD1;ARG2;GLUD2;GOT1;NOS2;CPS1;GOT2;NOS1;GLUL;GLS
Fatty acid elongation	12/27	0.316149142844489	0.493963678918622	0	0	1.29333158653216	1.48932461454021	HADHB;ELOVL1;HADHA;ACAA2;ECHS1;ACOT7;ELOVL4;ELOVL5;PPT1;ELOVL6;ELOVL7;PPT2
MicroRNAs in cancer	123/310	0.317437473913221	0.493963678918622	0	0	1.06401898459705	1.22093455934569	IRS1;TNC;IRS2;CRKL;GLS;RPS6KA5;CCND2;CCND1;PLAU;MYC;STMN1;PIM1;CYP1B1;EP300;SOX4;PDGFRA;MAP2K1;PRKCB;PRKCE;DICER1;CDC25A;CDC25B;FOXP1;CCNE2;CCNE1;DDIT4;FSCN1;COMMD3-BMI1;EZR;ZFPM2;RAF1;TP53;NOTCH2;SHC4;NOTCH3;DNMT1;ABCB1;SLC45A3;NOTCH1;SHC1;PDGFB;PDGFA;PIK3R3;PIK3R2;PIK3R1;BCL2L11;ABL1;BMF;PLCG1;MCL1;CREBBP;FZD3;TGFB2;UBE2I;WNT3A;RDX;HMGA2;NFKB1;EFNA1;HNRNPK;CDK6;BCL2;MDM2;GRB2;MDM4;FGFR3;BCL2L2;EZH2;TRIM71;CDKN1A;CDKN1B;BMPR2;PTEN;BRCA1;PIK3CB;BMI1;IKBKB;CASP3;DNMT3B;TIMP3;ABCC1;DNMT3A;KIF23;SIRT1;MMP9;RHOA;ZEB2;ZEB1;MMP16;PIK3CA;ITGA5;SOS1;CRK;MET;SOS2;CD44;HDAC4;HDAC2;ROCK1;PTGS2;SLC7A1;THBS1;EGFR;NRAS;MAPK7;ERBB3;E2F1;IGF2BP1;E2F2;MAPK1;E2F3;PAK4;MAPK3;CDKN2A;STAT3;MTOR;VEGFA;MARCKS;CCNG1;PDCD4;KRAS;VIM;RECK
Carbohydrate digestion and absorption	20/47	0.319264855522644	0.494395577241376	0	0	1.19761991499696	1.36736367852772	PRKCB;PIK3R3;ATP1A2;PIK3R2;ATP1B3;PIK3CB;PIK3R1;SLC5A1;ATP1B2;ATP1B1;HK2;HK1;G6PC2;PLCB4;PIK3CA;AKT2;AKT3;AKT1;SLC37A4;PLCB1
One carbon pool by folate	9/20	0.341740708368053	0.526643893572024	0	0	1.32263441116244	1.42011652476808	DHFR;MTFMT;SHMT2;MTHFD2;MTHFR;MTR;ALDH1L2;GART;FTCD
Pentose phosphate pathway	13/30	0.344602649310407	0.528501178509711	0	0	1.23623443087927	1.31703875186602	PRPS2;GPI;PRPS1;G6PD;H6PD;RPE;PGD;RPIA;PFKL;IDNK;ALDOA;PFKM;PFKP
Spliceosome	60/150	0.355609572072356	0.542772504742017	0	0	1.0780048341024	1.1145727605941	TCERG1;RBM25;DDX46;HNRNPU;EFTUD2;SNRPD1;DHX15;SNRPD3;BCAS2;PRPF40A;THOC2;PLRG1;WBP11;CDC40;RBMXL1;SYF2;SRSF2;PPIH;SNRPA1;SRSF5;SNRNP200;SNRPC;SRSF6;SRSF7;SNRPB;SRSF9;RBM22;DDX5;SF3B2;SF3B3;DHX8;SRSF1;PRPF8;PUF60;U2AF2;PCBP1;TRA2B;SNRPB2;HNRNPA1;SF3B1;SRSF10;SF3A3;HSPA8;PRPF38B;HNRNPA3;PPIL1;SF3A2;FUS;ALYREF;CDC5L;HSPA2;LSM5;U2SURP;HNRNPM;HNRNPK;ACIN1;HNRNPC;RBMX;HSPA1B;HSPA1A
Non-homologous end-joining	6/13	0.373709870657455	0.5676830892368	0	0	1.38552166513942	1.36373507061672	FEN1;XRCC6;PRKDC;XRCC5;LIG4;NHEJ1
Fatty acid biosynthesis	8/18	0.375641348361508	0.567912749418583	0	0	1.29317794945659	1.26617697780329	ACSL1;FASN;ACSL6;ACSL5;ACSL4;ACSL3;HSD17B8;ACACA
Peroxisome	33/82	0.393129417723013	0.591548510630383	0	0	1.088769611891	1.01649318087756	ABCD3;MVK;MPV17L;PEX11B;HSD17B4;CROT;PRDX5;SCP2;MPV17;ACAA1;ACOT8;PEX19;NOS2;ACSL1;IDH1;IDH2;ACSL6;ACSL5;ACSL4;PEX2;ACSL3;PEX12;SOD2;PEX13;PEX5L;ACOX1;EHHADH;PEX5;PXMP4;FAR1;ACOX3;FAR2;CRAT
Mucin type O-glycan biosynthesis	15/36	0.395188024432046	0.591854365229215	0	0	1.15465268676278	1.07197218322411	GALNT7;ST6GALNAC1;GALNT13;ST6GALNAC2;GALNT16;GALNT3;GALNT2;GALNT1;GCNT1;C1GALT1;GCNT4;POC1B-GALNT4;ST6GALNAC3;ST3GAL1;B4GALT5
Fanconi anemia pathway	22/54	0.400995289487255	0.597745314702964	0	0	1.11138167388167	1.01558679584024	RMI2;WDR48;FANCM;REV1;FANCA;RPA2;FANCC;BRCA1;FANCB;BRCA2;RAD51C;SLX4;EME2;FANCD2;ERCC4;UBE2T;REV3L;USP1;HES1;POLK;POLH;TELO2
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	11/26	0.404674763249474	0.600424416170149	0	0	1.18539865513929	1.07239648399614	PIGS;PIGC;PIGB;PGAP1;PIGT;PIGO;GPAA1;PIGA;PIGM;PIGG;PIGV
Non-alcoholic fatty liver disease	61/155	0.415399734431805	0.613483867054379	0	0	1.04913058847293	0.921675916985623	GSK3B;CXCL8;IRS1;NDUFA10;PRKAG2;IRS2;FASLG;PIK3CB;IKBKB;CASP8;AKT2;CASP3;AKT3;LEPR;AKT1;RAC1;IL6R;MAP3K5;SREBF1;PRKAB2;NDUFC2;SDHC;FOS;PRKAB1;ERN1;NDUFS8;PIK3CA;PPARG;PPARA;PRKAA1;PRKAA2;UQCRB;PIK3R3;PIK3R2;PIK3R1;ADIPOR1;ADIPOR2;UQCRH;CDC42;SOCS3;MAPK9;MAPK8;BCL2L11;RXRA;BID;MLXIP;JUN;XBP1;NDUFA6;NDUFA5;INSR;MAPK14;EIF2S1;NFKB1;MAPK13;MAPK10;IL6;ITCH;CYCS;FAS;MAP3K11
Vitamin B6 metabolism	3/6	0.41890884725576	0.61388503250133	0	0	1.61633080345459	1.4063725532896	PDXK;PSAT1;PDXP
